1668.5829488625493,
1670.7844623509857,
1671.1547019809161,
1684.9338814334508,
1692.84339756167,
1698.1783237108075,
1706.3792658541067,
1714.569305812029,
1722.2197614433633,
1733.2841434790573,
1737.4161801554528,
1740.7488203449263,
1760.7861821745175,
1763.8626945555638,
1773.4573471436483,
1775.2822669056866,
1776.9829029145017,
1781.5873649074576,
1785.0453545405912,
1786.512463307537,
1777.005608997805,
1787.7176413966536,
1786.873532370351,
1794.5006223184648,
1792.2490229546793,
1794.6894226426004,
1800.379965949434,
1798.101824053439,
1800.3063315877,
1794.3478071273366,
1792.1397003741265,
1792.645301127463,
1790.8820792490387,
1784.7806155843646,
1776.4893248497515,
1776.7638852124833,
1775.2118816685393,
1767.8637195549281,
1763.5512233647555,
1753.5649945987986,
1745.351231275577,
1745.9890657326575,
1742.4752348887803,
1736.3165092148329,
1737.1504158759078,
1738.8866306982259,
1737.8658836369045,
1731.4860426370344,
1720.9156708546388,
1719.0922377608717,
1728.467703507921,
1729.599338231899,
1740.239048577359,
1744.6028623607388,
1740.0028831947457,
1741.0228113389398,
1743.1441003508305,
1733.4584976291503,
1739.8420103812746,
1748.948303039263,
1744.7561844824847,
1748.326019531284,
1752.1152938225898,
1754.1356751823268,
1758.1353037353874,
1754.2580449607158,
1750.1417639075437,
1749.6703945067236,
1749.108875841903,
1738.9077859188817,
1734.6702481298832,
1730.5990373717768,
1727.018218508736,
1730.8285135060414,
1730.6685492599356,
1731.1272379953118,
1726.0322215948556,
1721.6715653486247,
1718.0331670510514,
1719.481343253203,
1708.947764467308,
1701.4063197986911,
1692.8841587051352,
1690.0022297099447,
1687.009437773033,
1696.217604986017,
1695.836725037622,
1685.7074882182153,
1676.8477829770513,
1678.1676653770746,
1677.4359624402337,
1682.915750116093,
1685.140142335547,
1680.1713088833949,
1691.3470929368118,
1693.7515815037605,
1690.3738169560704,
1696.323580723114,
1700.7908703788098,
1702.6353248168434,
1705.289042904817,
1701.0622292817234,
1695.4394665426794,
1691.512042532068,
1688.875947031759,
1691.7389052297724,
1691.9561815505476,
1690.50450871966,
1689.2512589561798,
1691.1673856899395,
1690.2816027896786,
1690.1833478430149,
1690.7937152739676,
1684.305999698377,
1679.1443699583535,
1677.2997579285943,
1672.62288414298,
1662.898203122176,
1655.9413634300734,
1648.818999879183,
1638.5913493049868,
1626.9085739450554,
1619.348302515229,
1617.0926070908467,
1615.2590050670078,
1621.9238871782024,
1618.112123716297,
1605.804049998862,
1603.4194776024535,
1604.0940853716445,
1596.9688337084758,
1601.2038064384728,
1600.7680577759832,
1597.9110766261779,
1604.2631234606306,
1604.8987737087737,
1601.5026828766688,
1605.8715399130651,
1611.0683175728761,
1614.1708976426507,
1617.6295307340451,
1622.659908085776,
1621.4797552280263,
1621.6861628642346,
1620.1751878282103,
1618.4711741245692,
1619.9597943036313,
1616.197214628308,
1610.1394704735085,
1596.4744890150923,
1593.108092301854,
1592.5932420524086,
1597.2839491915215,
1597.1274059502102,
1590.4986639783178,
1579.2468398287947,
1530.398517193903,
1492.9539716171876,
1466.0019567327051,
1458.6422437390777,
1449.2685884063753,
1458.4117560969871,
